CasosDia
1.0
3.0
9.0
7.0
6.0
1.0
1.0
1.0
4.0
5.0
3.0
1.0
2.0
1.0
0.0
4.0
2.0
5.0
1.0
1.0
2.0
2.0
2.0
4.0
4.0
3.0
2.0
4.0
2.0
3.0
4.0
8.0
9.0
10.0
13.0
0.0
13.0
28.0
66.0
114.0
128.0
183.0
86.0
49.0
199.0
234.0
329.0
318.0
331.0
206.0
159.0
487.0
441.0
400.0
622.0
603.0
344.0
240.0
721.0
725.0
878.0
802.0
676.0
378.0
109.0
733.0
814.0
824.0
705.0
678.0
225.0
57.0
732.0
752.0
653.0
545.0
515.0
214.0
153.0
512.0
691.0
517.0
469.0
458.0
179.0
144.0
398.0
381.0
387.0
367.0
246.0
106.0
70.0
190.0
148.0
229.0
274.0
188.0
53.0
88.0
188.0
196.0
181.0
177.0
82.0
27.0
62.0
136.0
69.0
73.0
77.0
88.0
16.0
27.0
88.0
53.0
48.0
46.0
37.0
14.0
2.0
49.0
53.0
23.0
17.0
19.0
6.0
2.0
30.0
22.0
27.0
13.0
11.0
0.0
17.0
8.0
16.0
9.0
6.0
8.0
8.0
19.0
14.0
14.0
22.0
4.0
17.0
5.0
6.0
26.0
26.0
22.0
12.0
10.0
2.0
3.0
16.0
20.0
15.0
28.0
17.0
7.0
5.0
32.0
34.0
30.0
37.0
27.0
20.0
4.0
59.0
42.0
30.0
35.0
28.0
18.0
12.0
98.0
84.0
140.0
96.0
98.0
29.0
27.0
104.0
96.0
70.0
79.0
83.0
32.0
22.0
130.0
122.0
96.0
114.0
106.0
33.0
11.0
90.0
96.0
89.0
23.0
104.0
44.0
13.0
137.0
137.0
122.0
134.0
105.0
34.0
36.0
95.0
99.0
104.0
144.0
86.0
34.0
18.0
108.0
90.0
98.0
132.0
124.0
44.0
16.0
115.0
89.0
121.0
155.0
99.0
23.0
23.0
83.0
107.0
58.0
81.0
52.0
107.0
15.0
114.0
73.0
89.0
78.0
63.0
19.0
8.0
81.0
71.0
75.0
118.0
107.0
19.0
20.0
105.0
89.0
77.0
72.0
76.0
21.0
7.0
87.0
44.0
72.0
43.0
44.0
13.0
4.0
45.0
42.0
52.0
44.0
29.0
13.0
5.0
45.0
47.0
20.0
21.0
14.0
4.0
8.0
24.0
16.0
2.0
7.0
10.0
1.0
0.0
9.0
13.0
4.0
6.0
1.0
2.0
0.0
4.0
7.0
5.0
2.0
5.0
0.0
0.0
6.0
3.0
0.0
4.0
7.0
0.0
0.0
5.0
2.0
3.0
0.0
0.0
0.0
0.0
1.0
2.0
0.0
1.0
1.0
1.0
2.0
3.0
3.0
1.0
1.0
0.0
0.0
0.0
1.0
1.0
3.0
0.0
1.0
0.0
0.0
2.0
7.0
0.0
4.0
1.0
1.0
0.0
6.0
1.0
7.0
9.0
15.0
8.0
5.0
9.0
10.0
24.0
31.0
50.0
25.0
20.0
74.0
79.0
85.0
122.0
117.0
30.0
18.0
119.0
149.0
178.0
164.0
147.0
46.0
25.0
127.0
246.0
230.0
149.0
140.0
57.0
11.0
197.0
209.0
194.0
170.0
155.0
60.0
36.0
117.0
156.0
163.0
102.0
52.0
27.0
8.0
160.0
133.0
116.0
100.0
39.0
14.0
2.0
72.0
75.0
110.0
60.0
36.0
13.0
8.0
65.0
50.0
29.0
21.0
22.0
2.0
1.0
26.0
26.0
26.0
47.0
15.0
1.0
2.0
22.0
46.0
16.0
19.0
10.0
5.0
5.0
13.0
13.0
19.0
10.0
9.0
1.0
1.0
13.0
15.0
17.0
10.0
15.0
4.0
2.0
24.0
10.0
28.0
24.0
17.0
2.0
1.0
5.0
7.0
19.0
30.0
17.0
6.0
8.0
28.0
12.0
23.0
19.0
31.0
3.0
4.0
35.0
16.0
20.0
20.0
34.0
2.0
13.0
33.0
29.0
28.0
14.0
24.0
16.0
1.0
24.0
24.0
29.0
18.0
7.0
10.0
2.0
15.0
15.0
20.0
10.0
13.0
2.0
0.0
17.0
36.0
24.0
28.0
13.0
4.0
1.0
23.0
19.0
17.0
9.0
15.0
7.0
2.0
9.0
6.0
9.0
14.0
1.0
1.0
1.0
22.0
10.0
15.0
20.0
10.0
3.0
1.0
8.0
10.0
9.0
7.0
13.0
2.0
4.0
7.0
20.0
5.0
9.0
5.0
1.0
1.0
7.0
9.0
9.0
12.0
9.0
1.0
0.0
10.0
3.0
9.0
9.0
5.0
1.0
2.0
6.0
6.0
4.0
2.0
2.0
0.0
0.0
3.0
4.0
7.0
0.0
2.0
2.0
0.0
5.0
2.0
2.0
3.0
3.0
0.0
0.0
2.0
0.0
3.0
1.0
1.0
0.0
0.0
2.0
3.0
1.0
1.0
1.0
0.0
1.0
2.0
0.0
2.0
4.0
1.0
1.0
0.0
1.0
2.0
0.0
0.0
1.0
1.0
0.0
2.0
0.0
0.0
2.0
1.0
0.0
0.0
1.0
0.0
1.0
0.0
4.0
0.0
0.0
3.0
3.0
0.0
1.0
1.0
0.0
0.0
4.0
0.0
2.0
1.0
1.0
0.0
0.0
2.0
1.0
2.0
1.0
1.0
0.0
0.0
2.0
2.0
1.0
2.0
4.0
1.0
0.0
2.0
3.0
4.0
3.0
7.0
1.0
1.0
5.0
2.0
0.0
0.0
1.0
1.0
1.0
6.0
12.0
17.0
10.0
8.0
1.0
1.0
21.0
9.0
4.0
24.0
21.0
2.0
0.0
16.0
19.0
21.0
8.0
16.0
4.0
3.0
28.0
26.0
23.0
34.0
28.0
8.0
2.0
20.0
29.0
22.0
2.0
10.0
4.0
5.0
50.0
31.0
35.0
68.0
38.0
12.0
2.0
53.0
47.0
41.0
53.0
41.0
9.0
5.0
64.0
31.0
42.0
3.0
8.0
3.0
1.0
30.0
72.0
34.0
24.0
29.0
11.0
1.0
6.0
2.0
3.0
23.0
12.0
2.0
2.0
20.0
8.0
12.0
9.0
11.0
1.0
0.0
8.0
10.0
9.0
9.0
8.0
2.0
1.0
5.0
13.0
5.0
13.0
4.0
2.0
1.0
10.0
2.0
6.0
4.0
8.0
3.0
2.0
0.0
4.0
8.0
4.0
7.0
1.0
0.0
0.0
3.0
3.0
6.0
6.0
1.0
2.0
