CasosDia
3.0
3.0
3.0
1.0
0.0
2.0
2.0
4.0
2.0
2.0
2.0
3.0
9.0
1.0
2.0
5.0
9.0
5.0
5.0
2.0
2.0
4.0
2.0
4.0
1.0
7.0
1.0
0.0
1.0
4.0
4.0
3.0
3.0
7.0
5.0
2.0
4.0
6.0
5.0
16.0
11.0
11.0
2.0
13.0
6.0
9.0
4.0
1.0
2.0
1.0
7.0
10.0
11.0
13.0
13.0
1.0
6.0
26.0
24.0
6.0
11.0
11.0
7.0
0.0
29.0
20.0
35.0
34.0
25.0
10.0
6.0
20.0
14.0
23.0
23.0
30.0
29.0
27.0
52.0
56.0
43.0
57.0
40.0
131.0
42.0
95.0
66.0
81.0
59.0
76.0
37.0
33.0
74.0
83.0
81.0
97.0
104.0
99.0
105.0
237.0
160.0
178.0
273.0
128.0
192.0
36.0
144.0
118.0
101.0
55.0
81.0
43.0
43.0
70.0
62.0
117.0
69.0
74.0
44.0
23.0
59.0
70.0
60.0
70.0
59.0
17.0
4.0
61.0
77.0
47.0
67.0
56.0
38.0
6.0
67.0
78.0
71.0
66.0
54.0
18.0
9.0
42.0
76.0
53.0
41.0
60.0
17.0
10.0
68.0
61.0
57.0
51.0
58.0
19.0
14.0
80.0
58.0
43.0
65.0
34.0
10.0
11.0
85.0
66.0
68.0
73.0
57.0
24.0
15.0
71.0
55.0
66.0
62.0
31.0
33.0
8.0
30.0
81.0
57.0
75.0
40.0
42.0
27.0
69.0
70.0
81.0
74.0
71.0
41.0
33.0
81.0
69.0
49.0
70.0
83.0
40.0
13.0
75.0
68.0
41.0
77.0
57.0
32.0
10.0
70.0
101.0
49.0
40.0
40.0
44.0
27.0
8.0
35.0
38.0
33.0
49.0
22.0
13.0
40.0
38.0
45.0
35.0
42.0
38.0
7.0
36.0
48.0
18.0
82.0
32.0
20.0
4.0
18.0
51.0
32.0
59.0
63.0
39.0
32.0
80.0
117.0
103.0
132.0
105.0
59.0
26.0
170.0
116.0
103.0
81.0
76.0
56.0
54.0
139.0
109.0
207.0
122.0
160.0
40.0
29.0
196.0
146.0
139.0
117.0
182.0
122.0
91.0
287.0
221.0
200.0
212.0
220.0
123.0
102.0
181.0
217.0
185.0
218.0
181.0
23.0
89.0
280.0
127.0
131.0
66.0
16.0
138.0
108.0
148.0
250.0
92.0
28.0
12.0
54.0
52.0
250.0
222.0
232.0
128.0
128.0
94.0
72.0
130.0
242.0
187.0
185.0
138.0
37.0
24.0
197.0
163.0
134.0
109.0
166.0
48.0
14.0
147.0
141.0
192.0
149.0
131.0
29.0
17.0
190.0
207.0
163.0
100.0
105.0
131.0
34.0
108.0
123.0
206.0
140.0
136.0
128.0
51.0
193.0
83.0
251.0
275.0
132.0
213.0
47.0
347.0
273.0
248.0
243.0
253.0
234.0
29.0
312.0
378.0
247.0
252.0
308.0
91.0
40.0
273.0
310.0
211.0
218.0
143.0
152.0
18.0
199.0
201.0
206.0
177.0
145.0
89.0
8.0
202.0
198.0
115.0
149.0
169.0
52.0
6.0
148.0
97.0
108.0
130.0
8.0
11.0
6.0
121.0
59.0
136.0
56.0
65.0
51.0
15.0
80.0
62.0
49.0
74.0
41.0
25.0
4.0
54.0
45.0
10.0
39.0
46.0
34.0
4.0
81.0
62.0
81.0
45.0
49.0
16.0
14.0
103.0
74.0
74.0
102.0
85.0
25.0
7.0
131.0
95.0
123.0
109.0
158.0
39.0
14.0
91.0
107.0
205.0
165.0
156.0
59.0
22.0
210.0
175.0
178.0
231.0
256.0
67.0
25.0
240.0
288.0
286.0
64.0
202.0
76.0
38.0
191.0
232.0
187.0
168.0
144.0
47.0
28.0
140.0
157.0
117.0
83.0
119.0
34.0
11.0
113.0
140.0
131.0
110.0
120.0
35.0
17.0
96.0
78.0
73.0
86.0
73.0
24.0
12.0
103.0
78.0
100.0
59.0
54.0
38.0
20.0
61.0
56.0
99.0
89.0
69.0
38.0
27.0
87.0
91.0
76.0
118.0
74.0
50.0
30.0
112.0
104.0
86.0
74.0
75.0
29.0
34.0
77.0
74.0
91.0
112.0
100.0
67.0
50.0
161.0
169.0
127.0
121.0
148.0
68.0
35.0
173.0
177.0
151.0
204.0
186.0
68.0
51.0
195.0
274.0
229.0
192.0
194.0
107.0
47.0
317.0
214.0
189.0
181.0
202.0
97.0
50.0
142.0
119.0
280.0
261.0
183.0
73.0
63.0
199.0
193.0
188.0
135.0
173.0
97.0
29.0
125.0
173.0
144.0
118.0
104.0
60.0
19.0
94.0
72.0
82.0
60.0
71.0
20.0
16.0
69.0
27.0
32.0
54.0
51.0
16.0
11.0
22.0
16.0
46.0
42.0
23.0
15.0
17.0
77.0
32.0
46.0
20.0
25.0
11.0
2.0
27.0
8.0
25.0
22.0
27.0
9.0
5.0
6.0
2.0
50.0
50.0
45.0
5.0
5.0
23.0
15.0
18.0
18.0
13.0
8.0
0.0
4.0
20.0
21.0
6.0
9.0
4.0
3.0
14.0
6.0
3.0
4.0
2.0
